"Triplet","CancerTypes","Count"
"let-7f-5p/miR-20a-5p/DST","LUAD",1
"let-7f-5p/miR-221-5p/DST","ESCA",1
"let-7f-5p/miR-424-5p/IGF1R","LUAD",1
"let-7f-5p/miR-629-3p/SCD","LUAD",1
"miR-100-5p/miR-1-3p/ZNF215","SKCM",1
"miR-103a-2-5p/miR-181c-3p/KCNN3","UCEC",1
"miR-106a-5p/miR-141-3p/IRS1","ACC",1
"miR-106a-5p/miR-153-3p/CFL2","ESCA",1
"miR-106a-5p/miR-19a-3p/ADGRL2","BLCA",1
"miR-106a-5p/miR-20b-5p/TXNIP","ESCA",1
"miR-15a-5p/miR-296-5p/CBX6","OV",1
"miR-15a-5p/miR-485-5p/RPL27A","OV",1
"miR-15b-3p/miR-338-3p/FASN","SKCM",1
"miR-106a-5p/miR-301b-3p/KLRD1","TGCT",1
"miR-106a-5p/miR-3609/BTG2","TGCT",1
"miR-15b-5p/miR-195-5p/ZCCHC2","THYM",1
"miR-15b-5p/miR-34a-5p/ABCC3","SARC",1
"miR-106a-5p/miR-520c-3p/KCNMB1","TGCT",1
"miR-106b-5p/miR-218-5p/MAN2A1","ESCA",1
"miR-15b-5p/miR-497-5p/SLC18A2","SARC",1
"miR-16-2-3p/miR-130b-5p/CPEB4","ACC",1
"miR-106b-5p/miR-27b-3p/C2CD2","SARC",1
"miR-10a-5p/miR-125b-5p/DDI2","ACC",1
"miR-17-3p/miR-513a-5p/THBS1","SKCM",1
"miR-17-5p/miR-106b-5p/LDLR","SARC",1
"miR-10a-5p/miR-497-5p/DVL3","UVM",1
"miR-1185-5p/miR-450b-5p/HSPA4L","TGCT",1
"miR-17-5p/miR-130b-5p/FLRT2","LUSC",1
"miR-17-5p/miR-20a-5p/CAMK2N1","THYM",1
"miR-1224-5p/miR-188-3p/FGFR1","UCS",1
"miR-1226-3p/miR-20b-5p/SEMA4B","BLCA",1
"miR-17-5p/miR-30a-3p/LAPTM4A","UCS",1
"miR-17-5p/miR-331-3p/NACC2","OV",1
"miR-181a-2-3p/miR-17-3p/PALM2AKAP2","SARC",1
"miR-181a-2-3p/miR-195-5p/RNF213","CESC",1
"miR-181a-2-3p/miR-19a-3p/IGF1R","SARC",1
"miR-181a-2-3p/miR-19b-3p/PALM2AKAP2","SARC",1
"miR-181a-2-3p/miR-214-3p/ARMH3","DLBC",1
"miR-181a-3p/miR-29a-3p/PTPRF","SKCM",1
"miR-181a-5p/miR-221-5p/ARFGEF3","UCEC",1
"miR-181b-5p/miR-135b-5p/ADAM12","UVM",1
"miR-181b-5p/miR-195-5p/VCAM1","THYM",1
"miR-181b-5p/miR-450b-5p/LDLR","BLCA",1
"miR-181b-5p/miR-497-5p/NOTCH2","SARC",1
"miR-181c-3p/miR-181a-2-3p/ATXN1L","DLBC",1
"miR-181c-3p/miR-181a-2-3p/G3BP2","DLBC",1
"miR-181c-3p/miR-20b-3p/ZNF217","KICH",1
"miR-181c-5p/miR-106a-5p/ITGA2","UVM",1
"miR-181c-5p/miR-181a-5p/FOXB1","UCEC",1
"miR-181c-5p/miR-181d-5p/CIAO2A","ACC",1
"miR-181d-5p/let-7a-3p/ACVR2B","SKCM",1
"miR-181d-5p/miR-129-5p/PTBP3","DLBC",1
"miR-181d-5p/miR-149-3p/RIF1","TGCT",1
"miR-181d-5p/miR-3690/SCD","MESO",1
"miR-181d-5p/miR-9-5p/EPB41","DLBC",1
"miR-182-5p/miR-130b-5p/NR4A1","BLCA",1
"miR-182-5p/miR-141-5p/SPAG9","UCS",1
"miR-182-5p/miR-221-3p/DST","UCEC",1
"miR-182-5p/miR-383-5p/HIPK2","UVM",1
"miR-182-5p/miR-516b-5p/PEG10","TGCT",1
"miR-182-5p/miR-874-3p/ESR1","SARC",1
"miR-182-5p/miR-940/ZNF770","LIHC",1
"miR-182-5p/miR-96-5p/SYK","ACC",1
"miR-183-5p/miR-182-5p/FAM110B","UCEC",1
"miR-20a-5p/miR-505-5p/POLR2F","STAD",1
"miR-20a-5p/miR-7-5p/BMPR2","UCS",1
"miR-20a-5p/miR-7-5p/TGOLN2","UCS",1
"miR-183-5p/miR-192-3p/PDE3A","HNSC",1
"miR-183-5p/miR-24-2-5p/SHOX2","HNSC",1
"miR-183-5p/miR-331-3p/SOD2","DLBC",1
"miR-183-5p/miR-7-1-3p/FRMD6","UCEC",1
"miR-331-3p/miR-651-5p/SYNE3","LUSC",1
"miR-335-3p/miR-138-5p/SOCS3","KIRP",1
"miR-20a-5p/miR-760/ATP6V0E1","UCS",1
"miR-20b-3p/miR-301b-3p/IRF1","UCS",1
"miR-20b-5p/let-7c-5p/PNKD","COAD",1
"miR-20b-5p/miR-106a-5p/LUZP2","PRAD",1
"miR-184/miR-93-5p/NFIC","SKCM",1
"miR-185-3p/miR-195-5p/ABHD2","STAD",1
"miR-185-3p/miR-9-5p/PALM2AKAP2","ESCA",1
"miR-185-5p/miR-365a-3p/PAX6","SARC",1
"miR-188-3p/miR-301a-3p/ADARB1","BLCA",1
"miR-335-3p/miR-424-5p/ADAR","UCS",1
"miR-335-5p/miR-424-5p/ZEB1","BLCA",1
"miR-335-5p/miR-582-3p/FOXO1","ESCA",1
"miR-188-3p/miR-500a-3p/GPRC5A","UCS",1
"miR-18a-3p/miR-106a-5p/AAK1","DLBC",1
"miR-338-3p/miR-17-5p/CCND1","OV",1
"miR-338-3p/miR-497-5p/ILF3","TGCT",1
"miR-338-3p/miR-7-5p/NEO1","SKCM",1
"miR-18a-3p/miR-135b-5p/MTR","THYM",1
"miR-18a-3p/miR-301b-3p/SFT2D2","UCS",1
"miR-339-5p/miR-19b-1-5p/IRF4","STAD",1
"miR-339-5p/miR-335-5p/VPS13B","DLBC",1
"miR-339-5p/miR-455-3p/MBD3","SKCM",1
"miR-33a-3p/miR-106a-5p/ABCA1","LUAD",1
"miR-18a-3p/miR-519d-3p/TMEM64","TGCT",1
"miR-18b-5p/miR-17-5p/JMY","DLBC",1
"miR-18b-5p/miR-30b-5p/PTPN13","COAD",1
"miR-190a-5p/miR-215-5p/FGF2","ESCA",1
"miR-20b-5p/miR-1292-5p/MAP3K9","SKCM",1
"miR-20b-5p/miR-18a-3p/NBL1","THYM",1
"miR-33a-3p/miR-15b-3p/IGF1R","SKCM",1
"miR-33a-3p/miR-19b-1-5p/IRF4","STAD",1
"miR-20b-5p/miR-20a-5p/TCF7L1","THYM",1
"miR-20b-5p/miR-21-5p/DMTF1","UCS",1
"miR-33a-5p/miR-155-5p/RAB3B","UCEC",1
"miR-33a-5p/miR-200a-3p/SYNE1","LUAD",1
"miR-20b-5p/miR-301b-3p/KLRD1","TGCT",1
"miR-20b-5p/miR-345-5p/TSPAN6","COAD",1
"miR-192-3p/miR-20b-5p/SLCO5A1","BLCA",1
"miR-192-3p/miR-577/ZNF217","TGCT",1
"miR-192-5p/miR-122-5p/MYB","CHOL",1
"miR-192-5p/miR-195-5p/AKAP11","STAD",1
"miR-192-5p/miR-19a-3p/C6orf132","KIRP",1
"miR-192-5p/miR-23b-5p/DST","UCEC",1
"miR-33a-5p/miR-7-5p/AHNAK","PAAD",1
"miR-33a-5p/miR-93-5p/DUSP8","BLCA",1
"miR-20b-5p/miR-520c-3p/KCNMB1","TGCT",1
"miR-20b-5p/miR-92b-3p/PEAK1","TGCT",1
"miR-342-3p/miR-150-3p/SOD2","DLBC",1
"miR-342-3p/miR-221-5p/RIMKLA","LUAD",1
"miR-192-5p/miR-338-5p/IL1R1","ESCA",1
"miR-192-5p/miR-3662/CEMIP2","UCS",1
"miR-20b-5p/miR-92b-3p/SLC40A1","TGCT",1
"miR-2110/miR-1301-3p/RAPGEFL1","ESCA",1
"miR-192-5p/miR-877-3p/EXOC4","UCS",1
"miR-193b-3p/miR-214-3p/CLEC2D","CESC",1
"miR-342-3p/miR-93-5p/SYNPO2L","STAD",1
"miR-342-5p/miR-223-3p/RHOB","SARC",1
"miR-345-5p/miR-339-3p/NTRK3","SARC",1
"miR-34a-5p/let-7g-3p/ABHD12","SKCM",1
"miR-193b-5p/miR-940/CYCS","KICH",1
"miR-194-3p/miR-302c-3p/CPT1A","TGCT",1
"miR-194-5p/miR-1307-3p/SIK1","STAD",1
"miR-194-5p/miR-130b-3p/CD274","UCS",1
"miR-194-5p/miR-363-3p/HMGA2","STAD",1
"miR-2110/miR-501-5p/HOXA7","BLCA",1
"miR-211-5p/miR-130a-5p/NFAT5","UVM",1
"miR-195-5p/miR-100-5p/TFPI","THYM",1
"miR-195-5p/miR-143-3p/NCKAP1","SKCM",1
"miR-195-5p/miR-338-3p/CCND1","CESC",1
"miR-195-5p/miR-3662/TOGARAM2","UCS",1
"miR-34a-5p/miR-155-5p/PLEKHA5","SARC",1
"miR-34a-5p/miR-301b-3p/ADCY7","READ",1
"miR-34a-5p/miR-301b-3p/EPHA4","UCEC",1
"miR-34a-5p/miR-369-3p/PTCH1","KICH",1
"miR-211-5p/miR-17-5p/ARNTL2","SKCM",1
"miR-2116-3p/miR-187-3p/HIPK3","UVM",1
"miR-195-5p/miR-539-5p/MAVS","MESO",1
"miR-195-5p/miR-576-5p/RASSF5","SARC",1
"miR-195-5p/miR-942-5p/LENG8","ACC",1
"miR-195-5p/miR-9-5p/SZRD1","UVM",1
"miR-196a-5p/miR-125b-5p/BACE2","SKCM",1
"miR-196a-5p/miR-429/ZFHX4","CESC",1
"miR-196a-5p/miR-582-5p/CDH2","HNSC",1
"miR-34a-5p/miR-424-5p/SKI","SKCM",1
"miR-34a-5p/miR-628-5p/EBF3","UCEC",1
"miR-21-3p/miR-130b-3p/ZNF451","ACC",1
"miR-214-3p/miR-106a-5p/BTG2","LUAD",1
"miR-196a-5p/miR-769-3p/TNFRSF11B","ACC",1
"miR-196a-5p/miR-92a-1-5p/ATP6AP1","SKCM",1
"miR-196b-5p/let-7b-5p/UBE2W","UCS",1
"miR-196b-5p/miR-203a-3p/ASAP1","BLCA",1
"miR-34b-3p/miR-1307-3p/IL6R","READ",1
"miR-34c-3p/miR-23a-5p/PEG10","UCS",1
"miR-214-3p/miR-223-3p/MECP2","KICH",1
"miR-215-5p/miR-192-5p/CORO2B","ESCA",1
"miR-197-3p/miR-19b-3p/INPP4B","SARC",1
"miR-197-3p/miR-675-3p/ZNF208","SARC",1
"miR-215-5p/miR-192-5p/ZBTB8B","LUAD",1
"miR-215-5p/miR-616-5p/PIP4K2B","ACC",1
"miR-199a-3p/miR-106a-5p/RRAS2","MESO",1
"miR-199a-3p/miR-1301-3p/STC2","SARC",1
"miR-34c-5p/miR-124-3p/RRAGD","TGCT",1
"miR-34c-5p/miR-138-5p/LENG8","UCS",1
"miR-218-5p/miR-130b-3p/GALNT4","UCS",1
"miR-218-5p/miR-130b-5p/MAP3K21","ACC",1
"miR-218-5p/miR-20a-5p/TPD52","SKCM",1
"miR-218-5p/miR-299-5p/FN1","SARC",1
"miR-34c-5p/miR-196b-5p/PEG10","PCPG",1
"miR-34c-5p/miR-299-5p/SERPINE1","ACC",1
"miR-34c-5p/miR-34b-5p/NAT8L","LUSC",1
"miR-34c-5p/miR-629-3p/CDH1","KIRC",1
"miR-219a-1-3p/miR-1224-5p/OAS2","TGCT",1
"miR-219a-1-3p/miR-30c-2-3p/USP6NL","SKCM",1
"miR-221-3p/miR-125b-2-3p/SLC20A1","ACC",1
"miR-221-3p/miR-30a-5p/MIDEAS","UCS",1
"miR-3605-3p/miR-338-3p/NCS1","SKCM",1
"miR-3609/miR-9-5p/BTG2","TGCT",1
"miR-3613-3p/miR-330-5p/CASTOR2","UCS",1
"miR-199a-3p/miR-195-3p/FGF2","SARC",1
"miR-199a-3p/miR-519d-3p/E2F2","THYM",1
"miR-3613-3p/miR-424-5p/IGFBP5","BLCA",1
"miR-3614-5p/miR-330-5p/ZNF431","UCS",1
"miR-199a-3p/miR-550a-5p/CPEB3","ACC",1
"miR-199b-3p/miR-30c-2-3p/FN1","SARC",1
"miR-362-3p/miR-1301-3p/SNPH","STAD",1
"miR-362-3p/miR-199b-3p/NACC1","UCS",1
"miR-199b-3p/miR-338-3p/CHORDC1","TGCT",1
"miR-199b-5p/miR-154-5p/LMNB1","THYM",1
"miR-199b-5p/miR-195-5p/NAT8L","SARC",1
"miR-199b-5p/miR-30a-3p/LMNB1","THYM",1
"miR-19a-3p/miR-15a-5p/PCDH9","UVM",1
"miR-19a-3p/miR-20a-5p/NDRG1","SKCM",1
"miR-19a-3p/miR-365a-3p/CCNE2","SARC",1
"miR-362-3p/miR-378a-3p/LPCAT1","UCS",1
"miR-362-3p/miR-378a-3p/VANGL1","UCS",1
"miR-19a-3p/miR-503-5p/TNFRSF11A","CESC",1
"miR-19a-3p/miR-548b-3p/SOX6","LIHC",1
"miR-362-5p/miR-500a-3p/GPRC5A","UCS",1
"miR-362-5p/miR-616-5p/TNC","LIHC",1
"miR-221-3p/miR-429/TRPS1","CESC",1
"miR-221-5p/miR-513c-5p/AKAP12","UVM",1
"miR-221-5p/miR-616-5p/LIPG","HNSC",1
"miR-221-5p/miR-9-5p/NHSL2","CESC",1
"miR-222-3p/miR-152-3p/MDM2","ACC",1
"miR-19a-3p/miR-96-5p/SYBU","BLCA",1
"miR-19b-1-5p/let-7c-5p/PRKAB2","SARC",1
"miR-362-5p/miR-654-3p/PLEKHH1","BLCA",1
"miR-363-3p/miR-301b-3p/CPEB4","ACC",1
"miR-363-3p/miR-3934-5p/IFITM1","CESC",1
"miR-3662/miR-20b-5p/APP","SKCM",1
"miR-222-3p/miR-221-3p/CDKN1C","SARC",1
"miR-222-5p/miR-31-5p/E2F2","LGG",1
"miR-222-5p/miR-508-3p/HMGA2","ESCA",1
"miR-3677-3p/miR-3136-5p/TET3","UCS",1
"miR-369-3p/miR-130b-3p/ZMAT3","LIHC",1
"miR-508-5p/miR-19a-3p/PALM2AKAP2","THCA",1
"miR-508-5p/miR-766-3p/ZBTB8B","THYM",1
"miR-509-3-5p/miR-664a-3p/HIPK3","SKCM",1
"miR-509-5p/miR-3913-5p/CDCP1","SKCM",1
"miR-511-5p/miR-379-5p/LNPEP","KICH",1
"miR-511-5p/miR-431-5p/SRRM4","STAD",1
"miR-223-3p/miR-224-5p/IGF1R","OV",1
"miR-223-5p/miR-3613-3p/ESCO2","UCS",1
"miR-224-5p/miR-150-5p/DSP","LUSC",1
"miR-224-5p/miR-18a-3p/MARCKSL1","SKCM",1
"miR-369-3p/miR-411-5p/TRIM2","UCS",1
"miR-373-3p/miR-329-3p/GPRIN3","TGCT",1
"miR-19b-3p/miR-212-3p/CCNE2","SARC",1
"miR-19b-3p/miR-9-5p/MACF1","SKCM",1
"miR-511-5p/miR-497-5p/CXCL5","UCEC",1
"miR-511-5p/miR-629-3p/ATP9A","CHOL",1
"miR-22-5p/miR-145-5p/AHNAK","SARC",1
"miR-22-5p/miR-34a-3p/THBS1","UVM",1
"miR-513b-5p/miR-374a-5p/PTGS2","SKCM",1
"miR-518a-3p/miR-192-5p/EGR1","TGCT",1
"miR-376a-3p/miR-329-3p/CD2AP","UCS",1
"miR-376c-3p/miR-541-5p/CCND2","PCPG",1
"miR-518a-3p/miR-34b-5p/HOXC8","TGCT",1
"miR-518a-5p/miR-149-5p/RRM2","THYM",1
"miR-519a-3p/miR-519c-3p/CCDC71L","THYM",1
"miR-519c-3p/miR-183-5p/NFAT5","TGCT",1
"miR-519d-3p/miR-497-3p/TMEM200C","TGCT",1
"miR-519d-3p/miR-526b-3p/KCNMB1","TGCT",1
"miR-22-5p/miR-615-3p/KIF2A","SKCM",1
"miR-2355-5p/miR-155-5p/ALDH1A2","SARC",1
"miR-2355-5p/miR-19b-3p/DEF8","SKCM",1
"miR-2355-5p/miR-625-5p/IGF2BP1","THYM",1
"miR-23a-5p/miR-10b-5p/KIAA0100","MESO",1
"miR-23a-5p/miR-4326/SLC4A4","THYM",1
"miR-23b-3p/miR-125b-2-3p/C2orf69","SARC",1
"miR-23b-3p/miR-190a-5p/IL6ST","SARC",1
"miR-377-3p/miR-222-5p/CYP1B1","LIHC",1
"miR-377-5p/miR-1-3p/PTBP2","SKCM",1
"miR-377-5p/miR-29c-3p/CHDH","OV",1
"miR-378a-5p/miR-200a-3p/JMJD1C","LIHC",1
"miR-519d-3p/miR-526b-5p/RRM2","THYM",1
"miR-519d-3p/miR-642a-5p/GPR157","TGCT",1
"miR-520a-3p/miR-302d-3p/CADM2","TGCT",1
"miR-520a-3p/miR-520d-3p/MCM7","THYM",1
"miR-200a-3p/miR-29a-5p/RAB30","UCS",1
"miR-200a-5p/miR-708-5p/WNK1","UCS",1
"miR-520a-5p/miR-525-5p/MXD1","THYM",1
"miR-520c-3p/miR-29c-3p/RAB11FIP1","TGCT",1
"miR-200b-3p/miR-382-5p/RNF24","SKCM",1
"miR-200b-3p/miR-877-3p/BAP1","UCS",1
"miR-200b-5p/miR-155-5p/HHIP","STAD",1
"miR-200c-3p/miR-146b-5p/SQSTM1","DLBC",1
"miR-520g-3p/miR-20b-5p/FAM241A","TGCT",1
"miR-525-5p/miR-130a-3p/SPOPL","THYM",1
"miR-200c-3p/miR-181a-2-3p/NUDCD1","SKCM",1
"miR-203a-3p/miR-1227-3p/AHNAK","COAD",1
"miR-203a-3p/miR-192-3p/SLC25A36","CESC",1
"miR-203a-3p/miR-218-5p/USP34","KICH",1
"miR-203a-3p/miR-497-3p/SOCS3","MESO",1
"miR-203a-3p/miR-497-5p/IGF1R","MESO",1
"miR-526b-3p/miR-302d-3p/KCNMB1","TGCT",1
"miR-526b-3p/miR-378a-3p/LGSN","TGCT",1
"miR-203a-3p/miR-96-5p/SYNM","ESCA",1
"miR-204-5p/miR-106a-5p/PLAG1","KICH",1
"miR-204-5p/miR-20b-5p/ZFHX3","KICH",1
"miR-204-5p/miR-3200-3p/IGF2BP1","KICH",1
"miR-378a-5p/miR-301b-3p/IRF1","SARC",1
"miR-378a-5p/miR-671-5p/CBX6","OV",1
"miR-204-5p/miR-34a-5p/ZBTB20","KICH",1
"miR-204-5p/miR-365a-3p/SRGAP1","CESC",1
"miR-379-3p/miR-411-3p/CCDC74B","UCS",1
"miR-379-5p/miR-125b-2-3p/MME","CESC",1
"miR-379-5p/miR-146a-5p/NFAT5","KICH",1
"miR-379-5p/miR-377-5p/SLC16A1","MESO",1
"miR-532-3p/miR-625-5p/DPYSL5","SARC",1
"miR-539-5p/miR-377-3p/IGF1R","ACC",1
"miR-3928-3p/miR-133a-3p/MYPN","STAD",1
"miR-3934-5p/miR-378a-3p/TMEM154","ESCA",1
"miR-409-3p/miR-335-5p/ZEB1","ACC",1
"miR-424-5p/let-7g-3p/PALM2AKAP2","COAD",1
"miR-424-5p/miR-130a-3p/PTPRD","OV",1
"miR-424-5p/miR-133a-3p/ANXA2","UCS",1
"miR-424-5p/miR-140-5p/SALL2","UVM",1
"miR-424-5p/miR-195-5p/CKB","PCPG",1
"miR-424-5p/miR-221-3p/SESN3","BLCA",1
"miR-424-5p/miR-32-5p/CCND2","UVM",1
"miR-424-5p/miR-374a-5p/TNFSF9","UVM",1
"miR-424-5p/miR-376c-3p/BCL2","KICH",1
"miR-424-5p/miR-505-3p/CCND2","STAD",1
"miR-424-5p/miR-581/DICER1","READ",1
"miR-424-5p/miR-625-5p/PHLDA3","COAD",1
"miR-424-5p/miR-627-5p/CPXM2","BLCA",1
"miR-204-5p/miR-424-5p/ANLN","LIHC",1
"miR-204-5p/miR-942-5p/SOX11","STAD",1
"miR-424-5p/miR-940/CCND2","STAD",1
"miR-425-3p/miR-126-5p/HOXB6","LGG",1
"miR-429/miR-424-5p/HYOU1","TGCT",1
"miR-431-3p/miR-125b-5p/CRTAP","SKCM",1
"miR-432-5p/miR-212-3p/SOD2","MESO",1
"miR-205-3p/miR-592/TET1","CESC",1
"miR-205-5p/miR-193b-3p/LPCAT1","PAAD",1
"miR-20a-3p/miR-33a-5p/ZNF583","ESCA",1
"miR-542-3p/miR-497-5p/CRIM1","MESO",1
"miR-543/miR-362-3p/NCOA7","UCS",1
"miR-548b-3p/miR-18b-3p/TSPAN15","TGCT",1
"miR-4326/miR-23a-5p/GJC1","KIRP",1
"miR-4326/miR-940/LAMC1","STAD",1
"miR-449a/miR-221-5p/NAT8L","LUAD",1
"miR-548v/miR-200c-3p/SLC16A9","STAD",1
"miR-548v/miR-542-5p/AGO2","SKCM",1
"miR-550a-3p/miR-550a-5p/SOX11","OV",1
"miR-550a-5p/miR-130b-3p/PNRC1","UCS",1
"miR-552-3p/miR-1301-3p/ELK3","READ",1
"miR-450b-5p/miR-155-5p/PRKDC","SKCM",1
"miR-450b-5p/miR-520a-3p/TAOK1","THYM",1
"miR-452-3p/miR-452-5p/RAB3B","BLCA",1
"miR-452-5p/miR-340-5p/IGF1R","KIRC",1
"miR-454-3p/miR-17-5p/MAP7","SKCM",1
"miR-454-3p/miR-18a-5p/SDC4","SKCM",1
"miR-570-3p/miR-205-5p/CDK6","KIRP",1
"miR-577/miR-182-5p/TP53INP1","CESC",1
"miR-577/miR-455-3p/USP37","TGCT",1
"miR-582-3p/miR-181c-5p/CCNB1","SKCM",1
"miR-582-5p/let-7b-5p/LCOR","UVM",1
"miR-20a-3p/miR-410-3p/ZBTB20","LIHC",1
"miR-20a-3p/miR-421/NFAT5","BLCA",1
"miR-20a-5p/miR-106a-5p/ABHD2","LIHC",1
"miR-582-5p/miR-141-5p/FSD1","SKCM",1
"miR-584-5p/let-7g-3p/CDH13","SKCM",1
"miR-20a-5p/miR-130b-5p/LAPTM4A","UCS",1
"miR-20a-5p/miR-149-5p/VAV3","UCEC",1
"miR-589-3p/miR-4326/SESN3","ESCA",1
"miR-589-5p/miR-331-3p/NUP210","SARC",1
"miR-455-5p/miR-103a-2-5p/IL21R","LGG",1
"miR-484/miR-181b-5p/CRIM1","SARC",1
"miR-590-3p/miR-21-5p/PRKAA2","UVM",1
"miR-590-5p/miR-328-3p/SCAMP2","SKCM",1
"miR-592/miR-194-5p/REV3L","CHOL",1
"miR-592/miR-22-5p/PRRC2C","SKCM",1
"miR-615-3p/miR-20b-5p/PABPC1","OV",1
"miR-23c/miR-26a-1-3p/VLDLR","LIHC",1
"miR-25-5p/miR-455-3p/STAT2","SKCM",1
"miR-616-3p/miR-193a-3p/IGFBP5","UCEC",1
"miR-616-3p/miR-940/SFMBT2","READ",1
"miR-484/miR-34a-5p/SLC2A1","SARC",1
"miR-485-3p/miR-548v/AGO2","SKCM",1
"miR-486-3p/miR-302d-3p/RGMB","TGCT",1
"miR-26a-5p/miR-455-3p/OCIAD2","SARC",1
"miR-26b-3p/miR-484/LIFR","STAD",1
"miR-26b-3p/miR-629-3p/IGF1R","SKCM",1
"miR-20a-5p/miR-150-5p/MYLK3","UCEC",1
"miR-20a-5p/miR-17-5p/NTN4","UCS",1
"miR-20a-5p/miR-18a-3p/LRRD1","THYM",1
"miR-490-3p/miR-149-3p/GCNT3","LGG",1
"miR-490-3p/miR-766-3p/CCND1","BLCA",1
"miR-26b-5p/miR-153-3p/CCND2","STAD",1
"miR-27a-5p/miR-130b-3p/ZMAT3","LIHC",1
"miR-491-5p/miR-182-3p/EIF4G1","TGCT",1
"miR-491-5p/miR-218-5p/FTH1","ACC",1
"miR-20a-5p/miR-381-3p/LCOR","HNSC",1
"miR-616-5p/miR-18a-3p/ADAMTS17","BLCA",1
"miR-616-5p/miR-2277-3p/VLDLR","ACC",1
"miR-27b-3p/miR-185-5p/ZADH2","SARC",1
"miR-27b-3p/miR-26a-5p/ABL2","SARC",1
"miR-20a-5p/miR-500a-3p/ELAVL2","STAD",1
"miR-616-5p/miR-409-3p/SESN3","KIRP",1
"miR-624-5p/miR-330-3p/SLC7A11","CESC",1
"miR-27b-3p/miR-513a-5p/LRATD2","SKCM",1
"miR-296-3p/miR-365a-3p/XPR1","PCPG",1
"miR-296-5p/miR-146a-5p/VEGFA","UCEC",1
"miR-296-5p/miR-486-3p/THY1","KIRP",1
"miR-296-5p/miR-940/LARP1","SKCM",1
"miR-299-3p/miR-376a-3p/COL12A1","TGCT",1
"miR-625-3p/miR-192-3p/NTRK3","BLCA",1
"miR-625-5p/miR-296-5p/CCND1","CESC",1
"miR-625-5p/miR-582-5p/RAD21","SKCM",1
"miR-627-5p/miR-194-3p/GLG1","SKCM",1
"miR-299-5p/miR-204-5p/SOD2","TGCT",1
"miR-299-5p/miR-23a-5p/CNKSR3","STAD",1
"miR-627-5p/miR-29a-5p/CPXM2","BLCA",1
"miR-627-5p/miR-7-1-3p/NOTCH2","ESCA",1
"miR-29a-3p/miR-29b-3p/TRIL","TGCT",1
"miR-29a-3p/miR-335-5p/OTUD4","SKCM",1
"miR-628-3p/miR-326/TBL1XR1","DLBC",1
"miR-629-3p/miR-301b-3p/EREG","LUAD",1
"miR-629-3p/miR-33a-5p/VLDLR","BLCA",1
"miR-642a-5p/miR-185-3p/COL5A3","CESC",1
"miR-642a-5p/miR-330-5p/FNDC3B","UCS",1
"miR-642a-5p/miR-532-5p/DHCR24","ESCA",1
"miR-491-5p/miR-378c/SSH2","ACC",1
"miR-491-5p/miR-744-5p/TNK2","UCS",1
"miR-493-3p/miR-532-3p/IL1A","SARC",1
"miR-651-5p/miR-196b-5p/MYBL1","SARC",1
"miR-653-5p/miR-127-3p/SLC29A1","LIHC",1
"miR-654-5p/miR-766-3p/NUDT3","ACC",1
"miR-655-3p/miR-411-5p/TRIM2","UCS",1
"miR-29a-5p/miR-29a-3p/CPS1","UCS",1
"miR-29b-1-5p/miR-224-5p/CDK6","ACC",1
"miR-658/miR-455-3p/ITGAX","SKCM",1
"miR-660-5p/let-7c-5p/ZNF121","UCS",1
"miR-664a-3p/miR-17-5p/PAM","LIHC",1
"miR-671-5p/miR-503-5p/MPZL3","SKCM",1
"miR-676-3p/miR-548o-3p/LENG8","UCS",1
"miR-493-3p/miR-877-3p/PEA15","UCS",1
"miR-493-5p/miR-411-5p/TRIM2","UCS",1
"miR-494-3p/miR-154-3p/LRP1","ACC",1
"miR-494-3p/miR-20b-5p/SLC4A7","SKCM",1
"miR-494-3p/miR-497-5p/SOCS5","ACC",1
"miR-495-3p/miR-21-3p/SGK1","MESO",1
"miR-496/miR-31-5p/PANK3","BLCA",1
"miR-497-3p/miR-183-5p/GLUL","SARC",1
"miR-497-3p/miR-526b-3p/TMEM200C","TGCT",1
"miR-497-5p/miR-1229-3p/CDKN1A","BLCA",1
"miR-497-5p/miR-130a-3p/MYC","THYM",1
"miR-497-5p/miR-19a-3p/SGK1","UCEC",1
"miR-497-5p/miR-200c-3p/SQSTM1","SKCM",1
"miR-497-5p/miR-29b-3p/E2F7","SARC",1
"miR-497-5p/miR-362-3p/ABCC6","SARC",1
"miR-497-5p/miR-582-5p/PLEKHA1","UVM",1
"miR-499a-5p/miR-320d/IQGAP2","THYM",1
"miR-500a-3p/miR-106a-5p/SOD2","SARC",1
"miR-500a-3p/miR-224-5p/SOD2","SARC",1
"miR-500b-5p/miR-133a-3p/GPRC5A","UCS",1
"miR-500b-5p/miR-501-5p/DCDC2","UCS",1
"miR-501-3p/miR-939-5p/NPTXR","BLCA",1
"miR-501-5p/miR-199a-3p/ANKRD52","UCS",1
"miR-502-5p/miR-182-5p/KLF12","UCS",1
"miR-503-5p/miR-10b-3p/ZNF217","UCS",1
"miR-503-5p/miR-29b-1-5p/AKT3","CESC",1
"miR-503-5p/miR-362-3p/KIF5C","STAD",1
"miR-503-5p/miR-424-3p/CCND2","STAD",1
"miR-503-5p/miR-424-5p/SACS","STAD",1
"miR-504-5p/miR-199a-3p/PDLIM1","UCS",1
"miR-505-3p/miR-26b-5p/CCND2","STAD",1
"miR-29b-1-5p/miR-3130-5p/CDK6","UCS",1
"miR-29b-2-5p/miR-139-5p/ABL2","SARC",1
"miR-505-5p/miR-138-5p/AGO2","DLBC",1
