Target,count_hgnc_symbol_target,BLCATargetCount,BRCATargetCount,CESCTargetCount,COADTargetCount,ESCATargetCount,HNSCTargetCount,ACCTargetCount,KIRCTargetCount,KIRPTargetCount,LGGTargetCount,LIHCTargetCount,LUADTargetCount,LUSCTargetCount,PAADTargetCount,PCPGTargetCount,PRADTargetCount,SARCTargetCount,STADTargetCount,TGCTTargetCount,THCATargetCount,THYMTargetCount,UCECTargetCount,DLBCTargetCount,OVTargetCount,SKCMTargetCount,UVMTargetCount
ARHGEF7,9,,,,,,,,,,,,,,,,,2,7,,,,,,,,
CD8A,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
LDHB,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
BTN3A3,2,,,,,,,,,,1,,,,,,,1,,,,,,,,,
NMI,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
FARP1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
DUSP10,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
MICA,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
RBMX,2,,,,,,,,,,,,,,,,,,,,,2,,,,,
NCBP3,9,,1,,,,,,,,4,,,,,,,,4,,,,,,,,
MSH2,7,,,,,,,,,,2,,,,,,,,,3,,2,,,,,
NUSAP1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
TXNDC5,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
CSRP1,2,,,,,,,,,,,,,,,,,1,,1,,,,,,,
ESRP2,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
ARHGAP35,11,,,,,,,,,,,,,,,,,,11,,,,,,,,
EPHA7,2,,,,,,,,,,,,,,,,,,,,2,,,,,,
TCF4,23,1,14,,,1,2,,,,2,,,3,,,,,,,,,,,,,
APAF1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
HSPA9,1,,,,,,,,,,,1,,,,,,,,,,,,,,,
AKR7A2,3,,,,,,,,,,,,,,,,,,3,,,,,,,,
BCL9,1,,,,,,,,,,,,,,,,,,,,1,,,,,,
ABLIM1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
PLK4,2,,,,,,,,,,,,,,,,,,,,,2,,,,,
SPTBN1,35,3,7,,,,1,,,,,1,,,,,,18,3,1,,,1,,,,
EPRS1,8,,,,,,,,,,5,,,,,,,,1,2,,,,,,,
VHL,2,,,,,,,,,,1,,,,,,,1,,,,,,,,,
KIF23,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
EML1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
SMARCAD1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
LDLR,24,7,3,,1,,3,1,,,2,2,1,,,,1,1,2,,,,,,,,
EIF2AK2,12,1,,,,,,,,,1,,,,,,,,8,1,,1,,,,,
CDKN2C,2,,1,,,,,,,,,,,,,,,,,,,1,,,,,
PTK2B,4,,1,,,,,,,,,,,,,,,2,,1,,,,,,,
TNFSF10,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
ITGA1,2,,,,,,,,,,2,,,,,,,,,,,,,,,,
TGFB1,2,,,,,,,,,,1,,,,,,,,,1,,,,,,,
CNIH1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
UBR1,2,,,,,,,,,,2,,,,,,,,,,,,,,,,
ASAP2,12,,,,,,,,,,,,1,,,,,8,2,1,,,,,,,
PDXK,2,,,,,,,,,,,,,,,,,1,1,,,,,,,,
UBN1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
BCAT1,2,,,,,,,,,,,,,,,,,,2,,,,,,,,
UACA,2,,,,,,,,,,,,,,,,,,2,,,,,,,,
SAMD9L,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
TBCB,2,,,,,,,,,,,,,,,,,,,,,2,,,,,
POLA1,3,2,,,,,,,,,,,,,,,,,1,,,,,,,,
STAT1,36,1,,,,,,,,,2,,,,,,,32,1,,,,,,,,
SNRNP200,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
ASAP1,63,1,,,4,,,,,,24,,,,,,,13,18,2,,1,,,,,
ADD3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
CDH13,19,,3,,1,,,,,,,,,,,,,12,3,,,,,,,,
ZNF775,2,,,,,,,,,,2,,,,,,,,,,,,,,,,
ETS2,13,10,,,,,,,,,,1,,,,,,,,,2,,,,,,
JMJD1C,40,5,2,,,,,,,,,,,,,,,8,23,,2,,,,,,
CTNNB1,14,,2,1,,,,,,,3,,,,1,,,1,2,2,,2,,,,,
SSH1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
FAM78A,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
TYMS,6,,,,,,,,,,3,,,,,,,2,,,1,,,,,,
FXR1,2,,,,,,,,,,2,,,,,,,,,,,,,,,,
GULP1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
MYBL2,10,1,,,,,,,,,9,,,,,,,,,,,,,,,,
MLLT10,9,1,,,,,,,,,,,,,,,,,8,,,,,,,,
OSBPL3,2,1,,,,,,,,,1,,,,,,,,,,,,,,,,
SERPINH1,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,
RPL22,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
DOCK4,5,,3,,,,,,,,,,,,,,,1,1,,,,,,,,
SOCS4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
TSPAN14,10,,,,,,2,,,,8,,,,,,,,,,,,,,,,
PDE3A,5,,,,,,,,,,5,,,,,,,,,,,,,,,,
SLC16A4,8,,,,,,,,,,8,,,,,,,,,,,,,,,,
SORBS1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
IL15,7,,,,,,,,,,,,,,,,,1,2,4,,,,,,,
MEIS2,4,,,,,,,,,,,,,,,,,,4,,,,,,,,
TRIM56,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
ASNS,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
VPS54,2,,,,,,,,,,,,,,,,,,,,,2,,,,,
CDKN2A,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
LPP,38,4,7,,,,,,,,24,,,,,,,,,,3,,,,,,
ANXA2,11,,1,,,,,,,,7,,,,,,,,3,,,,,,,,
ITGA5,9,,,,,,,,,,6,,,,,1,,,2,,,,,,,,
RRP1B,2,,,,,,,,,,1,,,,,,,,,,,1,,,,,
SMURF1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,
MAK,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
GMDS,3,,,,,,,,,,,,,,,,,,,,,3,,,,,
ZFP36L2,6,2,,,,,,,,,,,,,,,,,1,3,,,,,,,
PHC2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
PFKM,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
VAV3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
DAAM1,24,9,2,,2,,1,,,,,1,,,,,,2,2,2,1,2,,,,,
JCAD,36,,9,,,,,,,,,,,,,,,25,,2,,,,,,,
CD36,2,,,,,,2,,,,,,,,,,,,,,,,,,,,
MKI67,48,,,,,,,,,,38,,,,,,,,,,,10,,,,,
PSIP1,5,,,,,,,,,,5,,,,,,,,,,,,,,,,
ARNT2,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
MICAL3,3,,,,,,,,,,,,,,,,,,3,,,,,,,,
FHL1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
NFIB,5,4,,,,,,,,,,,,,,,,1,,,,,,,,,
PABPN1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
IL6ST,15,,,,,,,,,,1,,1,,,,,9,3,1,,,,,,,
XRCC3,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
KPNA6,3,,,,,,,,,,,,,,,,,,3,,,,,,,,
CHD4,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
RPS6KA2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
U2SURP,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
SLC25A3,12,,1,,,,,,,,3,,,,,,,1,,7,,,,,,,
TNFRSF8,4,,,,,,,,,,4,,,,,,,,,,,,,,,,
CDH5,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
IRAK1,3,,,,,,,,,,2,,,,,,,,1,,,,,,,,
CIRBP,4,,,,,,,,,,,,,,,,,,,,,4,,,,,
YWHAH,2,,,,,,,,,,,,,,,,,,,,,2,,,,,
RB1,13,3,,,,,,,,,7,,,,,,,,1,,,2,,,,,
DENND2B,13,,13,,,,,,,,,,,,,,,,,,,,,,,,
ARHGEF3,3,,1,,,,,,,,,,,,1,,,1,,,,,,,,,
TNS3,3,,1,,,,,,,,,,,,,,,,,,,2,,,,,
E2F1,2,,,1,,,,,,,,,,,,,,1,,,,,,,,,
DUSP1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
RIPK2,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
LIMCH1,4,,,,,,,,,,1,,,,,,,1,2,,,,,,,,
IPO11,2,,,,,,,,,,2,,,,,,,,,,,,,,,,
NLRC5,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
HIF1A,33,11,1,,1,,2,,,,11,,,,,,,4,3,,,,,,,,
TNFAIP3,21,1,,,1,,,,,,2,,,,,,,1,7,9,,,,,,,
FBXO5,2,1,,,,,,,,,,,,,,,,,,,,1,,,,,
KIF13A,26,1,4,,,,,,,,,,,,,,,19,1,1,,,,,,,
BIRC5,6,,1,,,,,,,,4,1,,,,,,,,,,,,,,,
MEIS1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
RUNX1T1,4,,,,,,,,,,1,,1,,,,,,,,,2,,,,,
RPL23,5,,,,,,,,,,1,,,,,,,,,4,,,,,,,
ATP1B1,8,,,,,,,,,,,,,,,,,,8,,,,,,,,
RBMS1,5,,,,,,,,,,,,,,,,,,2,3,,,,,,,
PATJ,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
CSF1R,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
CCND3,6,1,1,,,,1,,,,,,,,,,,,3,,,,,,,,
MCM5,4,1,,,,,,,,,2,,,,,,,1,,,,,,,,,
TACC1,34,7,6,,,,,,,,,,,,,,,1,,20,,,,,,,
PCGF5,27,1,1,,,,1,,,1,,,,,,,,,23,,,,,,,,
ZNF268,2,,,,,,,,,,2,,,,,,,,,,,,,,,,
TNFRSF19,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
ZFPM2,5,,,,,,,,,,,,,,,,,1,,3,,1,,,,,
FAM169A,2,,,,,,,,,,,,,,,,,,,2,,,,,,,
TBCD,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
ZHX1,19,,,,,,,,,,19,,,,,,,,,,,,,,,,
DSE,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
NBAS,2,,,,,,,,,,,,,,,,,,,,,2,,,,,
LMO7,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
KANSL1,7,1,1,,,,,,,,,,,,,,,,5,,,,,,,,
TIMP3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
CCNK,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
IL5RA,2,,,,,,,,,,,,,,,,,1,1,,,,,,,,
CPSF6,2,,,,,,,,,,,,,,,,,2,,,,,,,,,
MPHOSPH9,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
DAPK2,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
LGR4,1,,,,,,,,,,,,,,,,,,,,1,,,,,,
ADCY9,6,4,,,,,1,,,,,,,,,,,,,,,,,,,1,
MYC,38,4,2,,,,3,,,,3,,,1,,,,,3,6,1,15,,,,,
ANTXR2,2,,1,,,,,,,,,,,,,,,,,1,,,,,,,
CRTC1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
CFLAR,30,,,,,,,,,,13,,,,,,,14,1,,,2,,,,,
CDCA4,12,,,,,,,,,,2,,,,,,,,,,,10,,,,,
SCN8A,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
ABCC3,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
EDEM1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
AP3B1,2,,,,,,,,,,1,,,,,,,1,,,,,,,,,
IQGAP2,1,,,,,,,,,,,,,,,,,,,,,,1,,,,
PCSK5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
MED13L,27,3,11,,,,,,,,7,,,,,,,6,,,,,,,,,
SIPA1L1,19,1,,,,,,,,,,,,,,,,1,13,4,,,,,,,
TNRC6A,15,1,3,,,,,,,,,,,,,,,3,7,1,,,,,,,
HCFC1,5,,2,,,,,,,,1,,,,,,,,,2,,,,,,,
CHD8,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
ITGAV,5,,,,,,,,,,2,,,,,,,3,,,,,,,,,
TRAP1,2,,,,,,,,,,1,,,,,,,,,1,,,,,,,
CD63,2,,,,,,,,,,,,,,,,,,,2,,,,,,,
TRIB3,4,,,,,,,,,,,,,,,,,,,4,,,,,,,
SOX5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
INO80,4,1,2,,,,,,,,,,,,,,,1,,,,,,,,,
CTSB,11,,1,,1,,,,,,,,1,,,,,,4,4,,,,,,,
ANKRD28,4,,,,,,1,,,,,,,,,,,1,,,,2,,,,,
NT5E,2,,,,,,,,,,2,,,,,,,,,,,,,,,,
NOL7,2,,,,,,,,,,,,,,,,,2,,,,,,,,,
LARP1,7,1,,,,,,,,,,,,,,,,6,,,,,,,,,
CACNA2D1,7,,1,,,,,,,,,,,,,,,6,,,,,,,,,
UCP2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
TSC22D3,8,,,,,,1,,,,1,,,,,,,,3,3,,,,,,,
MED13,5,,,,,,,,,,3,,,,,,,1,,,,1,,,,,
OTUD3,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
BAX,3,,,,,,,,,,,,,,,,,,3,,,,,,,,
DENND3,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
GPSM1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
CNOT10,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
RNASE4,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
EIF4G3,3,,,,,,,,,,,,,,,,,,3,,,,,,,,
DIDO1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
MTDH,2,,,,,,,,,,,,,,,,,,,2,,,,,,,
ZFP36L1,44,3,,,,,,,,,17,,,,,,,,23,,,1,,,,,
RPS6KA3,6,1,,,,,,,,,,,,,,,,,,1,,4,,,,,
GPATCH8,3,,,,,,,,,,1,,,,,1,,1,,,,,,,,,
TBC1D14,5,,,,,,,,,,4,,,,,,,,,,1,,,,,,
FAM20B,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
AKR1A1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
HLA-A,2,,,,,,,,,,,,,,,,,,,2,,,,,,,
RALGDS,4,1,,,,,,,,,1,,,,,,,,,2,,,,,,,
GFPT1,12,,,,,,1,,,,7,,,,,,1,,,2,,1,,,,,
ZNF131,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
TECPR1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
ASB8,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
RAPGEF3,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
RBM39,1,,,,,,,,,,,,,,,,,,,,1,,,,,,
CDK17,18,1,1,,,,,,,1,,,,,,,,14,1,,,,,,,,
HMGCR,13,,4,,,,2,,,,1,,,,,,,,,,,6,,,,,
CORO1C,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,
MEF2D,6,,,,,,,,,,2,1,,,,,,,3,,,,,,,,
PEPD,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
SREBF1,2,,,,,,,,,,1,,,,,,,,1,,,,,,,,
RHOBTB3,3,,,,,,,,,,1,,,,,,,,2,,,,,,,,
UBE2V1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
ZFP36,22,1,,,,,1,,,,,,,,,,,2,,17,,,1,,,,
BTG2,18,1,,,,,,,,,9,,,,,,,4,3,1,,,,,,,
CMKLR1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
ULK1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
LTBP3,2,,,,,,,,,,,,,,,,,2,,,,,,,,,
SCAF11,22,2,3,,,,,,,,13,,,,,,,,,4,,,,,,,
PRDM10,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
FOXA1,2,,,,,,1,,,,,,,,,,,,,,,,1,,,,
GNAS,2,,,,,,,,,,2,,,,,,,,,,,,,,,,
NSD2,6,,,,,,,,,,2,,,,,,,2,,2,,,,,,,
NACC2,2,,,,,,,,,,1,,,,,,,,,1,,,,,,,
RMI1,2,,,,,,,,,,,,,1,,,,1,,,,,,,,,
UHRF1,4,,,,,,,,,,,,,,,,,,,,,4,,,,,
RHOB,17,13,,,,,,,,,,,,,,,,4,,,,,,,,,
TOMM20,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
PRPF8,13,,,,,,,,,,13,,,,,,,,,,,,,,,,
MTHFD1L,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
APPL2,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
MECP2,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
PIN1,4,,,,,,,,,,,,,,,,,1,3,,,,,,,,
RGS6,2,,,,,,,,,,,,,,,,,,1,,,1,,,,,
APOBEC3G,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
LMBR1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
RIPOR1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
CEP135,2,,1,,,,,,,,,,,,,,1,,,,,,,,,,
NCOA2,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
F3,2,,,,,,,,,,,,2,,,,,,,,,,,,,,
UBR3,8,,,,,,,,,,,,,,,,,1,7,,,,,,,,
CKS2,4,1,,,,,,,,,2,,,,,,,,,,,1,,,,,
STAT3,15,3,,,,,,,1,,2,,,,,,,2,2,5,,,,,,,
CHUK,2,,,,,,,,,,2,,,,,,,,,,,,,,,,
FDFT1,6,,,,,,,,,,4,,,,,,,,,,,2,,,,,
U2AF2,2,,,,,,,,,,1,,,,,,,,,,,1,,,,,
PPL,2,,,,,,,,,,,,,,,,,2,,,,,,,,,
GCC2,2,,,,,,,,,,,,,,,,,,1,1,,,,,,,
PRC1,2,,,,,,,,,,,,,,,,,,,,,2,,,,,
TECR,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,
FAM13A,4,1,,,,,1,,,,1,,,,,,,1,,,,,,,,,
ANGPT2,4,,,,1,,,,,,,,,,,,,,,,,3,,,,,
ANP32A,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
ATAD2,8,,,,,,,,,,8,,,,,,,,,,,,,,,,
MGLL,3,,,,,,,,,,,,,,,,,3,,,,,,,,,
ARID1A,36,1,3,,1,,,,,,2,,,,,,,4,22,1,,2,,,,,
USP6NL,13,1,1,,,,,,,,10,,,,,,,,1,,,,,,,,
LIMA1,2,,,,,,,,,,1,,1,,,,,,,,,,,,,,
ZNF367,12,,,,,,,,,,2,,,,,,,,,10,,,,,,,
SMCHD1,13,,,,,,,,,,,,1,,,,,5,7,,,,,,,,
EDN1,6,,,,,,,,,,,,,,,,,2,,,1,3,,,,,
ARL4C,2,,,,,,,,,,,,,,,,,,,2,,,,,,,
ZNF460,5,1,,,,,,,,,2,,,,,,,,2,,,,,,,,
GNG12,2,1,,,,,,,,,,,,,,,,,1,,,,,,,,
MCM8,4,2,,,,,,,,,,,,,,,,2,,,,,,,,,
EGLN3,4,1,1,,,,,,,,,,,1,,,,1,,,,,,,,,
FBN1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
RBM33,5,,,,,,1,,,,1,,,,,,,3,,,,,,,,,
IFIT3,3,,,,,,,,,,2,,,,,,,1,,,,,,,,,
PKN2,2,,,,,,,,,,2,,,,,,,,,,,,,,,,
ZNF12,2,,,,,,,,,,2,,,,,,,,,,,,,,,,
MYH9,28,1,1,,1,,,,,,5,,,,1,,,10,4,2,,2,,,,,1
RNF213,18,,,1,,,,,,,8,,,,,,,8,,1,,,,,,,
SNX29,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
GTF2A1,18,1,,,,,,,,,10,,,,,,,3,2,,,2,,,,,
KLF4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
ITGB2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
SPARC,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
E2F3,15,,,,,,,,,,11,,,,,,,,,1,,3,,,,,
MMP9,26,,,,,,,,,,23,,,,,,,2,1,,,,,,,,
NRP1,15,,,,,,,,,,15,,,,,,,,,,,,,,,,
CASP8AP2,4,,,,,,,,,,4,,,,,,,,,,,,,,,,
ELF3,2,,,,,,,,,,,,,,,,,,,1,,1,,,,,
FLT4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
KDM3A,7,,,,,,2,,,,,,,,,,,,,,,5,,,,,
GLI2,2,,,,,,,,,,2,,,,,,,,,,,,,,,,
CYTH1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,
MRPS27,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
RIN3,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
GORASP2,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
CTDSP1,4,,,,,,,,,,,,,,,,,,4,,,,,,,,
LOX,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,
CGGBP1,21,,2,,,,,,,,1,,,,,,,,18,,,,,,,,
PEAK1,6,,1,,,,,,,,5,,,,,,,,,,,,,,,,
CDK13,15,,,,,,1,,,,8,,,,,,,1,3,2,,,,,,,
PTTG1IP,4,,,,,,,,,,3,,1,,,,,,,,,,,,,,
CCN2,11,,,,,,,,,,5,,1,,,,,1,,,,3,1,,,,
JUN,24,,,,,,,,,,10,,,,,,,1,13,,,,,,,,
ASCC3,7,,,,,,,,,,7,,,,,,,,,,,,,,,,
DIP2B,5,,,,,,,,,,2,,,,,,,,2,1,,,,,,,
CXCL8,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
IGFBP3,4,1,,,,2,1,,,,,,,,,,,,,,,,,,,,
RPL32,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
GRAMD2B,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
NKX3-2,5,,,,,,,,,,5,,,,,,,,,,,,,,,,
FANCA,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
HIP1,4,,,,,,,,,,3,,,,,,,,,,,1,,,,,
AGPS,13,,,,,,,,,,9,,,,,,,2,2,,,,,,,,
ACKR3,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
FOXK1,64,,,,,,,,,,25,,,,,,,1,37,1,,,,,,,
NDUFAF6,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
HACD2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
POFUT1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
CREBRF,5,,2,,,,,,,,3,,,,,,,,,,,,,,,,
LIPA,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
IGF1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,
CFTR,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
JAG1,4,1,,,,,,,,,,,,,,,,2,1,,,,,,,,
DDX42,3,1,,,,,,,,,,,,,,,,,2,,,,,,,,
SUSD6,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
OGFR,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
PCSK1,2,,,,,,1,,,,,,,,,,,,1,,,,,,,,
CXCL3,8,,,,,,,,,,8,,,,,,,,,,,,,,,,
VIM,12,,,,,,,,,,5,,,,,,,2,3,1,,,1,,,,
WT1,14,,,,,,,,,,,,,,,,,,,14,,,,,,,
SPAG9,13,3,,,,,,,,,2,1,,,,,,1,3,2,,1,,,,,
NOL4L,10,1,,,,,,,,,2,,,,,,,7,,,,,,,,,
CD44,28,,4,,,,,,,1,9,,,,1,,,,2,11,,,,,,,
BIRC3,21,,,,1,,,,,,,,,,,,,20,,,,,,,,,
SCRIB,2,,,,,,,,,,2,,,,,,,,,,,,,,,,
CDKAL1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
FMNL2,4,,,,,,,,,,3,,,,,,,,1,,,,,,,,
TTI1,6,,,,,,,,,,,,,,,,,6,,,,,,,,,
B2M,2,,,,,,,,,,,,,,,,,,,2,,,,,,,
SLBP,1,,,,,,,,,,,,,,,,,,,,1,,,,,,
CTNNA1,15,5,1,,,,1,,,,1,1,,,,,,5,1,,,,,,,,
EHBP1,3,2,,,,,,,,,1,,,,,,,,,,,,,,,,
RBPJ,24,,1,,1,,,,,,,,,,,,,,22,,,,,,,,
SLC20A1,5,,2,,,,,,,,,,,,,,,,,3,,,,,,,
FOSL1,17,,,,,,,,,,9,,,2,,,,,,,,6,,,,,
VPS26C,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
POLE3,8,,,,,,,,,,8,,,,,,,,,,,,,,,,
CLN6,3,,,,,,,,,,1,,,,,,,2,,,,,,,,,
DNM2,2,,,,,,,,,,,1,,,,,,1,,,,,,,,,
MAX,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
SUOX,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
SP140L,8,,,,,,,,,,,,,,,,,8,,,,,,,,,
STARD4,2,,,,,,,,,,,,,,,,,2,,,,,,,,,
SLC16A3,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
MDM4,4,,,,,,,,,,,,,,,,,,,,,4,,,,,
METTL8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
COL5A2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
DEK,10,,,,,,,,,,3,,,,,,,6,,,1,,,,,,
SETD5,16,,,,,,,,,,2,,,,,,,3,8,2,,1,,,,,
CDK4,2,1,,,,,,,,,,,,,,,,,,,,1,,,,,
RNF38,33,1,,,,,,,,,21,,1,,,,,,1,8,,1,,,,,
MAP3K7,2,,,,,,1,,,,1,,,,,,,,,,,,,,,,
TAP2,2,,,,,,,,,,1,,,,,,,,1,,,,,,,,
TBC1D5,7,,,,,,,,,,2,,,,,,,,5,,,,,,,,
LRP6,2,,,,,,,,,,,,,,,,,,2,,,,,,,,
GAPDH,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
SFPQ,3,,,,,,,,,,,,,,,,,,,,,3,,,,,
TBPL1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
TAF2,5,1,,,,,,,,,,,,,,,,3,1,,,,,,,,
TGIF1,6,1,,,,,,,,,,,,,,,,,3,,1,1,,,,,
CNOT8,2,1,,,,,,,,,,,,,,,1,,,,,,,,,,
VGLL4,11,1,2,,,,1,,,,4,,2,,1,,,,,,,,,,,,
FAM102A,2,1,,,,,,,,,,,,,,,,,1,,,,,,,,
ZNF175,4,,2,,,,,,,,,,,,,,,,1,,,1,,,,,
MAP4,8,,,,2,,,,,,6,,,,,,,,,,,,,,,,
MYBL1,5,,,,,,,,,,5,,,,,,,,,,,,,,,,
EI24,2,,,,,,,,,,2,,,,,,,,,,,,,,,,
MAP1LC3B,3,,,,,,,,,,,,1,,,,,,,1,,,,,1,,
UPP1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
TAF5L,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
PIK3CA,10,,,,,,,,,,,,,,,,,,1,8,,1,,,,,
PLEC,55,8,,,,,,,,,12,,,1,,,,3,17,14,,,,,,,
PLAUR,2,,1,,,,,,,,,,,,,,,,,1,,,,,,,
TIAM1,2,,1,,,,,,,,,,,,,,,,1,,,,,,,,
